"","ST_CNTY_CODE","included_bc"
"995","21051","within copperhead range"
"996","42035","within copperhead range"
"997","40147","within copperhead range"
"998","54077","within copperhead range"
"999","29153","within copperhead range"
"1000","48473","within copperhead range"
"1001","01099","within copperhead range"
"1002","51111","within copperhead range"
"1003","13139","within copperhead range"
"1004","13283","within copperhead range"
"1005","13037","within copperhead range"
"1006","24019","within copperhead range"
"1007","42037","within copperhead range"
"1008","34005","within copperhead range"
"1009","13099","within copperhead range"
"1010","25007","within copperhead range"
"1011","28101","within copperhead range"
"1012","37163","within copperhead range"
"1013","47127","within copperhead range"
"1014","17065","within copperhead range"
"1015","05105","within copperhead range"
"1016","01093","within copperhead range"
"1017","37189","within copperhead range"
"1018","51770","within copperhead range"
"1019","48037","within copperhead range"
"1020","29127","within copperhead range"
"1021","29177","within copperhead range"
"1022","39073","within copperhead range"
"1023","01085","within copperhead range"
"1024","13043","within copperhead range"
"1025","13215","within copperhead range"
"1026","28135","within copperhead range"
"1027","20005","within copperhead range"
"1028","40133","within copperhead range"
"1029","45003","within copperhead range"
"1030","51550","within copperhead range"
"1031","54031","within copperhead range"
"1032","47163","within copperhead range"
"1033","45059","within copperhead range"
"1034","25013","within copperhead range"
"1035","20029","within copperhead range"
"1036","01037","within copperhead range"
"1037","21095","within copperhead range"
"1038","20061","within copperhead range"
"1039","42011","within copperhead range"
"1040","47019","within copperhead range"
"1041","51037","within copperhead range"
"1042","47179","within copperhead range"
"1043","45071","within copperhead range"
"1044","51093","within copperhead range"
"1045","29023","within copperhead range"
"1046","22047","within copperhead range"
"1047","28125","within copperhead range"
"1048","51061","within copperhead range"
"1049","51750","within copperhead range"
"1050","18055","within copperhead range"
"1051","18139","within copperhead range"
"1052","29105","within copperhead range"
"1053","42085","within copperhead range"
"1054","05031","within copperhead range"
"1055","29195","within copperhead range"
"1056","17193","within copperhead range"
"1057","37173","within copperhead range"
"1058","18163","within copperhead range"
"1059","29071","within copperhead range"
"1060","37011","within copperhead range"
"1061","54107","within copperhead range"
"1062","47161","within copperhead range"
"1063","45063","within copperhead range"
"1064","24003","within copperhead range"
"1065","54101","within copperhead range"
"1066","21063","within copperhead range"
"1067","25003","within copperhead range"
"1068","29041","within copperhead range"
"1069","34023","within copperhead range"
"1070","47111","within copperhead range"
"1071","05023","within copperhead range"
"1072","01109","within copperhead range"
"1073","25005","within copperhead range"
"1074","42107","within copperhead range"
"1075","37045","within copperhead range"
"1076","05059","within copperhead range"
"1077","24021","within copperhead range"
"1078","17169","within copperhead range"
"1079","13081","within copperhead range"
"1080","05027","within copperhead range"
"1081","48449","within copperhead range"
"1082","54027","within copperhead range"
"1083","37125","within copperhead range"
"1084","22083","within copperhead range"
"1085","22099","within copperhead range"
"1086","01119","within copperhead range"
"1087","01133","within copperhead range"
"1088","28035","within copperhead range"
"1089","20177","within copperhead range"
"1090","18081","within copperhead range"
"1091","01121","within copperhead range"
"1092","39041","within copperhead range"
"1093","37067","within copperhead range"
"1094","13261","within copperhead range"
"1095","29223","within copperhead range"
"1096","45007","within copperhead range"
"1097","22027","within copperhead range"
"1098","28161","within copperhead range"
"1099","22039","within copperhead range"
"1100","47069","within copperhead range"
"1101","28023","within copperhead range"
"1102","51600","within copperhead range"
"1103","29039","within copperhead range"
"1104","13059","within copperhead range"
"1105","05103","within copperhead range"
"1106","40071","within copperhead range"
"1107","13077","within copperhead range"
"1108","28127","within copperhead range"
"1109","28131","within copperhead range"
"1110","47017","within copperhead range"
"1111","51087","within copperhead range"
"1112","18119","within copperhead range"
"1113","36119","within copperhead range"
"1114","29017","within copperhead range"
"1115","54047","within copperhead range"
"1116","54033","within copperhead range"
"1117","37077","within copperhead range"
"1118","13023","within copperhead range"
"1119","13033","within copperhead range"
"1120","17181","within copperhead range"
"1121","37185","within copperhead range"
"1122","13197","within copperhead range"
"1123","10005","within copperhead range"
"1124","13159","within copperhead range"
"1125","29175","within copperhead range"
"1126","20015","within copperhead range"
"1127","45013","within copperhead range"
"1128","45077","within copperhead range"
"1129","17027","within copperhead range"
"1130","42113","within copperhead range"
"1131","28121","within copperhead range"
"1132","28091","within copperhead range"
"1133","28039","within copperhead range"
"1134","51620","within copperhead range"
"1135","51660","within copperhead range"
"1136","17199","within copperhead range"
"1137","21067","within copperhead range"
"1138","21091","within copperhead range"
"1139","54001","within copperhead range"
"1140","47181","within copperhead range"
"1141","42097","within copperhead range"
"1142","51530","within copperhead range"
"1143","51067","within copperhead range"
"1144","54093","within copperhead range"
"1145","01071","within copperhead range"
"1146","20045","within copperhead range"
"1147","21059","within copperhead range"
"1148","21197","within copperhead range"
"1149","29097","within copperhead range"
"1150","13151","within copperhead range"
"1151","37137","within copperhead range"
"1152","21083","within copperhead range"
"1153","42021","within copperhead range"
"1154","47107","within copperhead range"
"1155","42069","within copperhead range"
"1156","40123","within copperhead range"
"1157","40037","within copperhead range"
"1158","48457","within copperhead range"
"1159","47175","within copperhead range"
"1160","48145","within copperhead range"
"1161","05149","within copperhead range"
"1162","21113","within copperhead range"
"1163","21171","within copperhead range"
"1164","37033","within copperhead range"
"1165","01003","within copperhead range"
"1166","19007","within copperhead range"
"1167","51127","within copperhead range"
"1168","13263","within copperhead range"
"1169","54015","within copperhead range"
"1170","18077","within copperhead range"
"1171","51019","within copperhead range"
"1172","29149","within copperhead range"
"1173","47083","within copperhead range"
"1174","37107","within copperhead range"
"1175","18167","within copperhead range"
"1176","51077","within copperhead range"
"1177","39005","within copperhead range"
"1178","13085","within copperhead range"
"1179","13167","within copperhead range"
"1180","05095","within copperhead range"
"1181","29059","within copperhead range"
"1182","51143","within copperhead range"
"1183","20209","within copperhead range"
"1184","22097","within copperhead range"
"1185","47055","within copperhead range"
"1186","05093","within copperhead range"
"1187","18043","within copperhead range"
"1188","21081","within copperhead range"
"1189","21217","within copperhead range"
"1190","37075","within copperhead range"
"1191","54045","within copperhead range"
"1192","54073","within copperhead range"
"1193","51071","within copperhead range"
"1194","54019","within copperhead range"
"1195","47085","within copperhead range"
"1196","17125","within copperhead range"
"1197","51197","within copperhead range"
"1198","13303","within copperhead range"
"1199","05143","within copperhead range"
"1200","48213","within copperhead range"
"1201","47153","within copperhead range"
"1202","48471","within copperhead range"
"1203","48167","within copperhead range"
"1204","01011","within copperhead range"
"1205","39079","within copperhead range"
"1206","48201","within copperhead range"
"1207","25017","within copperhead range"
"1208","01001","within copperhead range"
"1209","20121","within copperhead range"
"1210","13091","within copperhead range"
"1211","13225","within copperhead range"
"1212","13311","within copperhead range"
"1213","13163","within copperhead range"
"1214","48347","within copperhead range"
"1215","44009","within copperhead range"
"1216","34017","within copperhead range"
"1217","39151","within copperhead range"
"1218","54037","within copperhead range"
"1219","51153","within copperhead range"
"1220","42029","within copperhead range"
"1221","54055","within copperhead range"
"1222","47145","within copperhead range"
"1223","19177","within copperhead range"
"1224","28095","within copperhead range"
"1225","12033","within copperhead range"
"1226","24033","within copperhead range"
"1227","51169","within copperhead range"
"1228","48239","within copperhead range"
"1229","13289","within copperhead range"
"1230","39099","within copperhead range"
"1231","01087","within copperhead range"
"1232","17191","within copperhead range"
"1233","29151","within copperhead range"
"1234","45055","within copperhead range"
"1235","37073","within copperhead range"
"1236","42089","within copperhead range"
"1237","05101","within copperhead range"
"1238","40103","within copperhead range"
"1239","22077","within copperhead range"
"1240","31067","within copperhead range"
"1241","01115","within copperhead range"
"1242","28123","within copperhead range"
"1243","13095","within copperhead range"
"1244","18061","within copperhead range"
"1245","13047","within copperhead range"
"1246","22059","within copperhead range"
"1247","24027","within copperhead range"
"1248","39157","within copperhead range"
"1249","09110","within copperhead range"
"1250","09120","within copperhead range"
"1251","09130","within copperhead range"
"1252","09140","within copperhead range"
"1253","09150","within copperhead range"
"1254","09160","within copperhead range"
"1255","09170","within copperhead range"
"1256","09180","within copperhead range"
"1257","09190","within copperhead range"
"1258","36085","within copperhead range"
"1259","39071","within copperhead range"
"1260","45045","within copperhead range"
"1261","51036","within copperhead range"
"1262","01023","within copperhead range"
"1263","18083","within copperhead range"
"1264","17069","within copperhead range"
"1265","20133","within copperhead range"
"1266","21089","within copperhead range"
"1267","20107","within copperhead range"
"1268","05013","within copperhead range"
"1269","21101","within copperhead range"
"1270","28051","within copperhead range"
"1271","28105","within copperhead range"
"1272","24023","within copperhead range"
"1273","22119","within copperhead range"
"1274","21141","within copperhead range"
"1275","42133","within copperhead range"
"1276","37161","within copperhead range"
"1277","01043","within copperhead range"
"1278","13097","within copperhead range"
"1279","31097","within copperhead range"
"1280","37187","within copperhead range"
"1281","37007","within copperhead range"
"1282","29073","within copperhead range"
"1283","21031","within copperhead range"
"1284","13211","within copperhead range"
"1285","05037","within copperhead range"
"1286","05107","within copperhead range"
"1287","22093","within copperhead range"
"1288","01117","within copperhead range"
"1289","37135","within copperhead range"
"1290","24031","within copperhead range"
"1291","51685","within copperhead range"
"1292","51013","within copperhead range"
"1293","51035","within copperhead range"
"1294","29183","within copperhead range"
"1295","20013","within copperhead range"
"1296","13031","within copperhead range"
"1297","21071","within copperhead range"
"1298","13309","within copperhead range"
"1299","37049","within copperhead range"
"1300","29087","within copperhead range"
"1301","45041","within copperhead range"
"1302","42047","within copperhead range"
"1303","28031","within copperhead range"
"1304","18013","within copperhead range"
"1305","18019","within copperhead range"
"1306","21021","within copperhead range"
"1307","21065","within copperhead range"
"1308","48089","within copperhead range"
"1309","13109","within copperhead range"
"1310","13307","within copperhead range"
"1311","13169","within copperhead range"
"1312","13135","within copperhead range"
"1313","36079","within copperhead range"
"1314","51700","within copperhead range"
"1315","05047","within copperhead range"
"1316","47125","within copperhead range"
"1317","48419","within copperhead range"
"1318","29055","within copperhead range"
"1319","51017","within copperhead range"
"1320","22075","within copperhead range"
"1321","28115","within copperhead range"
"1322","22067","within copperhead range"
"1323","21029","within copperhead range"
"1324","01047","within copperhead range"
"1325","28163","within copperhead range"
"1326","29107","within copperhead range"
"1327","37195","within copperhead range"
"1328","39117","within copperhead range"
"1329","05033","within copperhead range"
"1330","29186","within copperhead range"
"1331","17109","within copperhead range"
"1332","05067","within copperhead range"
"1333","22079","within copperhead range"
"1334","48067","within copperhead range"
"1335","47079","within copperhead range"
"1336","51840","within copperhead range"
"1337","37061","within copperhead range"
"1338","37087","within copperhead range"
"1339","29045","within copperhead range"
"1340","21015","within copperhead range"
"1341","21229","within copperhead range"
"1342","22009","within copperhead range"
"1343","28137","within copperhead range"
"1344","29227","within copperhead range"
"1345","17127","within copperhead range"
"1346","21039","within copperhead range"
"1347","13321","within copperhead range"
"1348","18109","within copperhead range"
"1349","48139","within copperhead range"
"1350","28077","within copperhead range"
"1351","22127","within copperhead range"
"1352","13231","within copperhead range"
"1353","13259","within copperhead range"
"1354","34025","within copperhead range"
"1355","05021","within copperhead range"
"1356","05045","within copperhead range"
"1357","40041","within copperhead range"
"1358","17061","within copperhead range"
"1359","13285","within copperhead range"
"1360","47043","within copperhead range"
"1361","47059","within copperhead range"
"1362","51183","within copperhead range"
"1363","22115","within copperhead range"
"1364","24041","within copperhead range"
"1365","13257","within copperhead range"
"1366","05005","within copperhead range"
"1367","28007","within copperhead range"
"1368","20011","within copperhead range"
"1369","51049","within copperhead range"
"1370","45085","within copperhead range"
"1371","54109","within copperhead range"
"1372","45075","within copperhead range"
"1373","44007","within copperhead range"
"1374","29161","within copperhead range"
"1375","28117","within copperhead range"
"1376","21235","within copperhead range"
"1377","13107","within copperhead range"
"1378","22025","within copperhead range"
"1379","42025","within copperhead range"
"1380","31133","within copperhead range"
"1381","47171","within copperhead range"
"1382","45083","within copperhead range"
"1383","54007","within copperhead range"
"1384","42013","within copperhead range"
"1385","29085","within copperhead range"
"1386","29009","within copperhead range"
"1387","05081","within copperhead range"
"1388","28113","within copperhead range"
"1389","47031","within copperhead range"
"1390","21183","within copperhead range"
"1391","17157","within copperhead range"
"1392","51173","within copperhead range"
"1393","42111","within copperhead range"
"1394","51191","within copperhead range"
"1395","37081","within copperhead range"
"1396","17149","within copperhead range"
"1397","13245","within copperhead range"
"1398","01107","within copperhead range"
"1399","17145","within copperhead range"
"1400","34035","within copperhead range"
"1401","17087","within copperhead range"
"1402","28029","within copperhead range"
"1403","48467","within copperhead range"
"1404","51161","within copperhead range"
"1405","51015","within copperhead range"
"1406","21161","within copperhead range"
"1407","12005","within copperhead range"
"1408","01077","within copperhead range"
"1409","18045","within copperhead range"
"1410","17173","within copperhead range"
"1411","17051","within copperhead range"
"1412","39127","within copperhead range"
"1413","51590","within copperhead range"
"1414","13011","within copperhead range"
"1415","13305","within copperhead range"
"1416","40069","within copperhead range"
"1417","37099","within copperhead range"
"1418","29167","within copperhead range"
"1419","21023","within copperhead range"
"1420","54087","within copperhead range"
"1421","51670","within copperhead range"
"1422","24045","within copperhead range"
"1423","21043","within copperhead range"
"1424","37097","within copperhead range"
"1425","51083","within copperhead range"
"1426","37091","within copperhead range"
"1427","05009","within copperhead range"
"1428","48185","within copperhead range"
"1429","22007","within copperhead range"
"1430","28013","within copperhead range"
"1431","28041","within copperhead range"
"1432","40127","within copperhead range"
"1433","36105","within copperhead range"
"1434","37149","within copperhead range"
"1435","37165","within copperhead range"
"1436","37085","within copperhead range"
"1437","37105","within copperhead range"
"1438","20027","within copperhead range"
"1439","40145","within copperhead range"
"1440","05003","within copperhead range"
"1441","05041","within copperhead range"
"1442","47135","within copperhead range"
"1443","51740","within copperhead range"
"1444","42051","within copperhead range"
"1445","54023","within copperhead range"
"1446","51171","within copperhead range"
"1447","29025","within copperhead range"
"1448","18025","within copperhead range"
"1449","29111","within copperhead range"
"1450","17139","within copperhead range"
"1451","21107","within copperhead range"
"1452","21013","within copperhead range"
"1453","05123","within copperhead range"
"1454","28005","within copperhead range"
"1455","05097","within copperhead range"
"1456","01029","within copperhead range"
"1457","13179","within copperhead range"
"1458","48349","within copperhead range"
"1459","47187","within copperhead range"
"1460","17017","within copperhead range"
"1461","13247","within copperhead range"
"1462","42067","within copperhead range"
"1463","22031","within copperhead range"
"1464","13105","within copperhead range"
"1465","01005","within copperhead range"
"1466","37017","within copperhead range"
"1467","17167","within copperhead range"
"1468","40035","within copperhead range"
"1469","47035","within copperhead range"
"1470","40021","within copperhead range"
"1471","48231","within copperhead range"
"1472","48499","within copperhead range"
"1473","40113","within copperhead range"
"1474","37039","within copperhead range"
"1475","21195","within copperhead range"
"1476","37035","within copperhead range"
"1477","21025","within copperhead range"
"1478","29181","within copperhead range"
"1479","51678","within copperhead range"
"1480","05135","within copperhead range"
"1481","37177","within copperhead range"
"1482","29219","within copperhead range"
"1483","21227","within copperhead range"
"1484","22017","within copperhead range"
"1485","37113","within copperhead range"
"1486","54063","within copperhead range"
"1487","18155","within copperhead range"
"1488","21105","within copperhead range"
"1489","01061","within copperhead range"
"1490","20127","within copperhead range"
"1491","19051","within copperhead range"
"1492","37143","within copperhead range"
"1493","28045","within copperhead range"
"1494","13315","within copperhead range"
"1495","22081","within copperhead range"
"1496","47093","within copperhead range"
"1497","29095","within copperhead range"
"1498","13281","within copperhead range"
"1499","28129","within copperhead range"
"1500","37095","within copperhead range"
"1501","21145","within copperhead range"
"1502","21225","within copperhead range"
"1503","47029","within copperhead range"
"1504","47067","within copperhead range"
"1505","47071","within copperhead range"
"1506","45067","within copperhead range"
"1507","22117","within copperhead range"
"1508","29207","within copperhead range"
"1509","13093","within copperhead range"
"1510","47025","within copperhead range"
"1511","40121","within copperhead range"
"1512","54017","within copperhead range"
"1513","54105","within copperhead range"
"1514","54095","within copperhead range"
"1515","29169","within copperhead range"
"1516","01045","within copperhead range"
"1517","29075","within copperhead range"
"1518","37071","within copperhead range"
"1519","37101","within copperhead range"
"1520","45019","within copperhead range"
"1521","29001","within copperhead range"
"1522","17183","within copperhead range"
"1523","29189","within copperhead range"
"1524","22085","within copperhead range"
"1525","17137","within copperhead range"
"1526","13235","within copperhead range"
"1527","37015","within copperhead range"
"1528","37167","within copperhead range"
"1529","47143","within copperhead range"
"1530","37079","within copperhead range"
"1531","21131","within copperhead range"
"1532","24039","within copperhead range"
"1533","21143","within copperhead range"
"1534","47133","within copperhead range"
"1535","22051","within copperhead range"
"1536","22103","within copperhead range"
"1537","22023","within copperhead range"
"1538","39027","within copperhead range"
"1539","48373","within copperhead range"
"1540","24025","within copperhead range"
"1541","45037","within copperhead range"
"1542","51001","within copperhead range"
"1543","21121","within copperhead range"
"1544","37129","within copperhead range"
"1545","47131","within copperhead range"
"1546","21035","within copperhead range"
"1547","51003","within copperhead range"
"1548","47147","within copperhead range"
"1549","51043","within copperhead range"
"1550","21109","within copperhead range"
"1551","45073","within copperhead range"
"1552","22033","within copperhead range"
"1553","28021","within copperhead range"
"1554","24037","within copperhead range"
"1555","37147","within copperhead range"
"1556","13001","within copperhead range"
"1557","28153","within copperhead range"
"1558","51081","within copperhead range"
"1559","01123","within copperhead range"
"1560","29229","within copperhead range"
"1561","48287","within copperhead range"
"1562","13121","within copperhead range"
"1563","48073","within copperhead range"
"1564","29007","within copperhead range"
"1565","45029","within copperhead range"
"1566","05055","within copperhead range"
"1567","37141","within copperhead range"
"1568","21007","within copperhead range"
"1569","48405","within copperhead range"
"1570","13249","within copperhead range"
"1571","48313","within copperhead range"
"1572","28159","within copperhead range"
"1573","21103","within copperhead range"
"1574","21167","within copperhead range"
"1575","21135","within copperhead range"
"1576","28053","within copperhead range"
"1577","01025","within copperhead range"
"1578","20017","within copperhead range"
"1579","21221","within copperhead range"
"1580","01069","within copperhead range"
"1581","24029","within copperhead range"
"1582","20037","within copperhead range"
"1583","45049","within copperhead range"
"1584","13029","within copperhead range"
"1585","51053","within copperhead range"
"1586","20207","within copperhead range"
"1587","21157","within copperhead range"
"1588","17079","within copperhead range"
"1589","48331","within copperhead range"
"1590","18147","within copperhead range"
"1591","21099","within copperhead range"
"1592","21137","within copperhead range"
"1593","51710","within copperhead range"
"1594","51155","within copperhead range"
"1595","37179","within copperhead range"
"1596","12091","within copperhead range"
"1597","17013","within copperhead range"
"1598","28103","within copperhead range"
"1599","05147","within copperhead range"
"1600","34015","within copperhead range"
"1601","37121","within copperhead range"
"1602","01129","within copperhead range"
"1603","54025","within copperhead range"
"1604","17121","within copperhead range"
"1605","51051","within copperhead range"
"1606","51007","within copperhead range"
"1607","13243","within copperhead range"
"1608","17187","within copperhead range"
"1609","01089","within copperhead range"
"1610","47189","within copperhead range"
"1611","48063","within copperhead range"
"1612","54085","within copperhead range"
"1613","20087","within copperhead range"
"1614","22045","within copperhead range"
"1615","37133","within copperhead range"
"1616","47057","within copperhead range"
"1617","48161","within copperhead range"
"1618","42087","within copperhead range"
"1619","01041","within copperhead range"
"1620","51520","within copperhead range"
"1621","05145","within copperhead range"
"1622","28083","within copperhead range"
"1623","29053","within copperhead range"
"1624","29047","within copperhead range"
"1625","28027","within copperhead range"
"1626","19057","within copperhead range"
"1627","20143","within copperhead range"
"1628","12059","within copperhead range"
"1629","28047","within copperhead range"
"1630","47011","within copperhead range"
"1631","48315","within copperhead range"
"1632","40117","within copperhead range"
"1633","48291","within copperhead range"
"1634","39009","within copperhead range"
"1635","39081","within copperhead range"
"1636","54083","within copperhead range"
"1637","54049","within copperhead range"
"1638","21199","within copperhead range"
"1639","37065","within copperhead range"
"1640","48241","within copperhead range"
"1641","13213","within copperhead range"
"1642","36083","within copperhead range"
"1643","05077","within copperhead range"
"1644","01015","within copperhead range"
"1645","28059","within copperhead range"
"1646","21037","within copperhead range"
"1647","21057","within copperhead range"
"1648","28107","within copperhead range"
"1649","48071","within copperhead range"
"1650","13239","within copperhead range"
"1651","48199","within copperhead range"
"1652","17153","within copperhead range"
"1653","40107","within copperhead range"
"1654","51023","within copperhead range"
"1655","17119","within copperhead range"
"1656","48085","within copperhead range"
"1657","45001","within copperhead range"
"1658","45051","within copperhead range"
"1659","42091","within copperhead range"
"1660","51720","within copperhead range"
"1661","34027","within copperhead range"
"1662","29211","within copperhead range"
"1663","48039","within copperhead range"
"1664","51790","within copperhead range"
"1665","13221","within copperhead range"
"1666","05029","within copperhead range"
"1667","29147","within copperhead range"
"1668","47157","within copperhead range"
"1669","20205","within copperhead range"
"1670","22069","within copperhead range"
"1671","22109","within copperhead range"
"1672","19111","within copperhead range"
"1673","21125","within copperhead range"
"1674","47121","within copperhead range"
"1675","29213","within copperhead range"
"1676","13269","within copperhead range"
"1677","51830","within copperhead range"
"1678","54071","within copperhead range"
"1679","51139","within copperhead range"
"1680","40079","within copperhead range"
"1681","54089","within copperhead range"
"1682","37119","within copperhead range"
"1683","34013","within copperhead range"
"1684","29115","within copperhead range"
"1685","13209","within copperhead range"
"1686","13133","within copperhead range"
"1687","48293","within copperhead range"
"1688","54003","within copperhead range"
"1689","45021","within copperhead range"
"1690","37199","within copperhead range"
"1691","48387","within copperhead range"
"1692","48321","within copperhead range"
"1693","13301","within copperhead range"
"1694","17133","within copperhead range"
"1695","13165","within copperhead range"
"1696","21085","within copperhead range"
"1697","13149","within copperhead range"
"1698","01079","within copperhead range"
"1699","28093","within copperhead range"
"1700","22013","within copperhead range"
"1701","13295","within copperhead range"
"1702","29135","within copperhead range"
"1703","51193","within copperhead range"
"1704","37197","within copperhead range"
"1705","37023","within copperhead range"
"1706","37191","within copperhead range"
"1707","05061","within copperhead range"
"1708","37059","within copperhead range"
"1709","37111","within copperhead range"
"1710","05099","within copperhead range"
"1711","22015","within copperhead range"
"1712","20169","within copperhead range"
"1713","21153","within copperhead range"
"1714","29027","within copperhead range"
"1715","42093","within copperhead range"
"1716","21173","within copperhead range"
"1717","45057","within copperhead range"
"1718","21123","within copperhead range"
"1719","17003","within copperhead range"
"1720","29099","within copperhead range"
"1721","29113","within copperhead range"
"1722","13051","within copperhead range"
"1723","13241","within copperhead range"
"1724","54097","within copperhead range"
"1725","29215","within copperhead range"
"1726","05119","within copperhead range"
"1727","51163","within copperhead range"
"1728","42045","within copperhead range"
"1729","37183","within copperhead range"
"1730","39061","within copperhead range"
"1731","34003","within copperhead range"
"1732","13219","within copperhead range"
"1733","18153","within copperhead range"
"1734","21139","within copperhead range"
"1735","13201","within copperhead range"
"1736","47103","within copperhead range"
"1737","21211","within copperhead range"
"1738","42001","within copperhead range"
"1739","45005","within copperhead range"
"1740","47037","within copperhead range"
"1741","18021","within copperhead range"
"1742","29141","within copperhead range"
"1743","39075","within copperhead range"
"1744","18079","within copperhead range"
"1745","17165","within copperhead range"
"1746","45061","within copperhead range"
"1747","18027","within copperhead range"
"1748","22003","within copperhead range"
"1749","45027","within copperhead range"
"1750","47007","within copperhead range"
"1751","21219","within copperhead range"
"1752","47183","within copperhead range"
"1753","29077","within copperhead range"
"1754","42077","within copperhead range"
"1755","42095","within copperhead range"
"1756","01103","within copperhead range"
"1757","21027","within copperhead range"
"1758","28043","within copperhead range"
"1759","21213","within copperhead range"
"1760","39029","within copperhead range"
"1761","51125","within copperhead range"
"1762","05053","within copperhead range"
"1763","13175","within copperhead range"
"1764","36061","within copperhead range"
"1765","05007","within copperhead range"
"1766","51135","within copperhead range"
"1767","34041","within copperhead range"
"1768","36021","within copperhead range"
"1769","51690","within copperhead range"
"1770","40023","within copperhead range"
"1771","20041","within copperhead range"
"1772","13103","within copperhead range"
"1773","01075","within copperhead range"
"1774","47117","within copperhead range"
"1775","51011","within copperhead range"
"1776","05087","within copperhead range"
"1777","42041","within copperhead range"
"1778","42055","within copperhead range"
"1779","42079","within copperhead range"
"1780","01113","within copperhead range"
"1781","39019","within copperhead range"
"1782","51065","within copperhead range"
"1783","13195","within copperhead range"
"1784","05039","within copperhead range"
"1785","13067","within copperhead range"
"1786","47091","within copperhead range"
"1787","39013","within copperhead range"
"1788","51195","within copperhead range"
"1789","29035","within copperhead range"
"1790","40013","within copperhead range"
"1791","24017","within copperhead range"
"1792","21205","within copperhead range"
"1793","29031","within copperhead range"
"1794","29133","within copperhead range"
"1795","05025","within copperhead range"
"1796","48113","within copperhead range"
"1797","22073","within copperhead range"
"1798","22095","within copperhead range"
"1799","22091","within copperhead range"
"1800","29197","within copperhead range"
"1801","01059","within copperhead range"
"1802","21041","within copperhead range"
"1803","28141","within copperhead range"
"1804","48217","within copperhead range"
"1805","20125","within copperhead range"
"1806","45039","within copperhead range"
"1807","47155","within copperhead range"
"1808","47139","within copperhead range"
"1809","17117","within copperhead range"
"1810","39141","within copperhead range"
"1811","40077","within copperhead range"
"1812","39167","within copperhead range"
"1813","29091","within copperhead range"
"1814","21111","within copperhead range"
"1815","21075","within copperhead range"
"1816","54091","within copperhead range"
"1817","28119","within copperhead range"
"1818","21093","within copperhead range"
"1819","17081","within copperhead range"
"1820","51630","within copperhead range"
"1821","54081","within copperhead range"
"1822","37053","within copperhead range"
"1823","17101","within copperhead range"
"1824","18125","within copperhead range"
"1825","21047","within copperhead range"
"1826","19179","within copperhead range"
"1827","28157","within copperhead range"
"1828","28079","within copperhead range"
"1829","28025","within copperhead range"
"1830","28037","within copperhead range"
"1831","28099","within copperhead range"
"1832","01035","within copperhead range"
"1833","18029","within copperhead range"
"1834","18071","within copperhead range"
"1835","28081","within copperhead range"
"1836","22125","within copperhead range"
"1837","05035","within copperhead range"
"1838","12063","within copperhead range"
"1839","51115","within copperhead range"
"1840","19087","within copperhead range"
"1841","29121","within copperhead range"
"1842","48015","within copperhead range"
"1843","29061","within copperhead range"
"1844","13253","within copperhead range"
"1845","42003","within copperhead range"
"1846","29205","within copperhead range"
"1847","20201","within copperhead range"
"1848","17019","within copperhead range"
"1849","17045","within copperhead range"
"1850","29203","within copperhead range"
"1851","48423","within copperhead range"
"1852","40143","within copperhead range"
"1853","40091","within copperhead range"
"1854","48395","within copperhead range"
"1855","51099","within copperhead range"
"1856","51147","within copperhead range"
"1857","42017","within copperhead range"
"1858","42081","within copperhead range"
"1859","13237","within copperhead range"
"1860","51640","within copperhead range"
"1861","05073","within copperhead range"
"1862","39025","within copperhead range"
"1863","20049","within copperhead range"
"1864","39121","within copperhead range"
"1865","42075","within copperhead range"
"1866","34031","within copperhead range"
"1867","29157","within copperhead range"
"1868","48051","within copperhead range"
"1869","28133","within copperhead range"
"1870","42027","within copperhead range"
"1871","47077","within copperhead range"
"1872","31147","within copperhead range"
"1873","17021","within copperhead range"
"1874","13007","within copperhead range"
"1875","21005","within copperhead range"
"1876","21185","within copperhead range"
"1877","13057","within copperhead range"
"1878","47109","within copperhead range"
"1879","29057","within copperhead range"
"1880","22101","within copperhead range"
"1881","22057","within copperhead range"
"1882","12113","within copperhead range"
"1883","18101","within copperhead range"
"1884","21203","within copperhead range"
"1885","21223","within copperhead range"
"1886","13055","within copperhead range"
"1887","45033","within copperhead range"
"1888","37103","within copperhead range"
"1889","29199","within copperhead range"
"1890","20131","within copperhead range"
"1891","13087","within copperhead range"
"1892","21009","within copperhead range"
"1893","47049","within copperhead range"
"1894","20031","within copperhead range"
"1895","51031","within copperhead range"
"1896","39105","within copperhead range"
"1897","54067","within copperhead range"
"1898","48455","within copperhead range"
"1899","13205","within copperhead range"
"1900","21147","within copperhead range"
"1901","21191","within copperhead range"
"1902","21215","within copperhead range"
"1903","24043","within copperhead range"
"1904","21133","within copperhead range"
"1905","34033","within copperhead range"
"1906","51680","within copperhead range"
"1907","05125","within copperhead range"
"1908","54053","within copperhead range"
"1909","54021","within copperhead range"
"1910","28063","within copperhead range"
"1911","21049","within copperhead range"
"1912","47005","within copperhead range"
"1913","47137","within copperhead range"
"1914","51109","within copperhead range"
"1915","18145","within copperhead range"
"1916","39049","within copperhead range"
"1917","18105","within copperhead range"
"1918","21239","within copperhead range"
"1919","45053","within copperhead range"
"1920","45065","within copperhead range"
"1921","45087","within copperhead range"
"1922","22123","within copperhead range"
"1923","12077","within copperhead range"
"1924","21149","within copperhead range"
"1925","28001","within copperhead range"
"1926","28057","within copperhead range"
